Gene.symbol	ID	adj.P.Val	logFC
PTGER1	8034821	0.713034776505825	-0.196910988666668
TSKU	7942674	0.713034776505825	0.227258673444444
PELP1	8011692	0.713074970291286	-0.153415897833332
LGR4	7947199	0.713074970291286	-0.311976586888891
TFAP2B	8120194	0.713074970291286	-0.192376723944443
NFAT5	7996954	0.713074970291286	0.312889272055556
ZNF836	8038962	0.713094853008228	-0.375888940444444
	8055946	0.713098927605246	-0.168759593944444
	7896101	0.713175895023675	0.342541919000001
TPPP2	7973142	0.713175895023675	-0.171772003388889
ARHGAP15	8045563	0.713249838988247	0.357823217388889
	7893801	0.71327430541668	0.328291225555556
	8083030	0.713328882828403	-0.3884264085
OR10D1P	7944825	0.713328882828403	0.255140764722222
	8003605	0.713328882828403	-0.166952767722222
	7894416	0.713328882828403	-0.267378662222223
	7948159	0.713328882828403	0.141150789444445
	7982550	0.713328882828403	-0.182736417833333
ZNF92	8133089	0.713328882828403	0.600520763722223
SCARNA23	8166563	0.713328882828403	-0.245540276222222
	7895202	0.713328882828403	0.5561440135
	7895584	0.71348577289138	-0.485671374944443
EPPK1	8180267	0.71348577289138	0.221629413999997
CDC40	8121461	0.71348577289138	0.175293221111106
CDHR4	8087481	0.71348577289138	-0.210315348333334
	8177046	0.71348577289138	0.468466469944447
PTPRN	8059186	0.71348577289138	0.180904995555556
	8147754	0.71348577289138	-0.0965252150555558
ST6GALNAC1	8180414	0.71348577289138	0.197576075388889
SLC7A4	8074701	0.71348577289138	-0.267866958055556
	8171199	0.71348577289138	-0.158364864444444
	7894169	0.71348577289138	0.496584326388887
C2orf81	8053139	0.71348577289138	-0.175533697166666
HIGD1B	8007701	0.713563002390764	-0.22152872061111
C11orf72	7949851	0.713566872250554	0.208220160000001
	8046755	0.713647756256073	0.190755146444443
DDX24	7981032	0.713706812661645	0.209973907999998
	8056568	0.713706812661645	0.180673069111112
CYB5R1///CYB5R1	7923516	0.713743342045455	0.215035009222222
ABHD17C	7985310	0.713743342045455	0.203531965444444
LINC00643	7974900	0.713743342045455	0.17179603838889
PKM	7990151	0.713743342045455	0.239553335888891
	7915563	0.713743342045455	0.303422008055556
TMCC2	7909088	0.713743342045455	0.272023231444444
MIR429	7896863	0.713743342045455	0.22017372088889
EPHA10	7915056	0.713743342045455	-0.170713298888888
TRUB2///TRUB2	8164428	0.713743342045455	0.204381717888888
	7894854	0.713743342045455	-0.316150672833334
AQP7	8160663	0.713743342045455	0.280374958555556
C2orf68	8053458	0.713743342045455	-0.142973855111108
SRP54	7973902	0.71376693861527	0.184801311888886
	8161444	0.71376693861527	-0.309102107666666
TPI1P2	8136061	0.71376693861527	0.208705709444442
PARG	7933561	0.713768279881218	-0.392761471833335
	7894727	0.713768279881218	-0.345285808000003
OR52D1	7938008	0.713768279881218	-0.175432453388886
	7893198	0.713768279881218	0.279233093833334
	8106960	0.713768279881218	-0.187630868722222
CSNK1G2	8024358	0.713833438980212	0.246890815444445
	7893126	0.713833438980212	0.344308494500001
MROH8	8066161	0.713833438980212	0.213510227666667
LEAP2	8108006	0.713833438980212	-0.208935919222223
SPATA5	8097262	0.713833438980212	0.187782563777781
UBE2MP1	8001111	0.713833438980212	0.515668834000001
MAPK14	8119000	0.713926097424098	0.181879118277775
	8055664	0.713984652249364	-0.202441251
PNMA6A	8175768	0.713984652249364	-0.245254437944444
TTN	8057056	0.714132036197146	0.228790925999999
SGSM1	8071953	0.714132036197146	-0.214014109944445
	7917468	0.71414723019903	-0.335920677277778
NEDD8-MDP1///MDP1///CHMP4A	7978187	0.71414723019903	-0.292908891222222
NFKBIA	7978644	0.71414723019903	0.395775145611113
AQP12B///AQP12A	8060126	0.71418233977931	-0.169453703833332
CSN3	8095477	0.714221420415347	0.143483277111112
	7895022	0.714221420415347	-0.439498764444446
	8047559	0.714221420415347	-0.0920130482222232
ARMC2	8121370	0.714233109890827	-0.26389331727778
MPP5	7975203	0.714233109890827	0.265269951500001
SEPT2	8049827	0.714259423217109	0.170845194
	8062117	0.714318566408141	0.17688517161111
	8035956	0.714318566408141	-0.277902341666668
	8135929	0.714333031801049	0.5169101775
	7951668	0.714333031801049	0.330615566388889
GNRHR	8100655	0.714360721206603	0.121937852111113
C11orf40	7945974	0.714374249225849	-0.188334943277777
	8096615	0.714462201567184	0.211518980166667
OSGEP	7977571	0.714589823623574	-0.295014323555558
SLC7A9	8035941	0.714589823623574	0.193848459388891
	8142536	0.714589823623574	0.1548951615
UQCRC2	7993872	0.714589823623574	0.238077378888894
RAD21L1///SNPH	8060400	0.714589823623574	-0.166983069777779
PSPC1	7970413	0.714589823623574	-0.184993717444442
DCST1	7905862	0.714589823623574	-0.201704739277778
	8151929	0.7148198002631	0.202076027111111
C12orf74	7957510	0.714847838335654	0.2480847325
DNAJC10	8046759	0.714847838335654	-0.256441032166668
TAPT1	8099506	0.714847838335654	-0.21746138716667
VAMP1	7960544	0.714847838335654	0.332871084333334
	7893750	0.714847838335654	-0.469200673111112
GLRX3	7931393	0.714950711132317	-0.301948388999996
	7914665	0.714959713549325	0.269456520611111
SH3BP5	8085556	0.714959713549325	0.280741549222221
BBS10	7965060	0.715003945590231	-0.357359311777777
	8156058	0.715126431820408	0.263151120333334
MMP21	7936928	0.715439599909227	-0.222737263055556
	7922684	0.715468111574765	0.178641094166667
KATNBL1P6///KATNBL1	8130071	0.715500669106033	0.346376859833334
	7929952	0.715500669106033	-0.273863130722222
LINC00319	8068894	0.715500669106033	-0.18541369738889
VWA8	7971246	0.715500669106033	-0.250017868111112
	8026418	0.715500669106033	-0.324244440055556
MC3R	8063476	0.715500669106033	-0.215662190777778
	7894380	0.715500669106033	0.34469081338889
	8151784	0.715500669106033	0.441718575611112
BTNL8///BTNL3	8110606	0.715502986196984	-0.307817880055555
GPR83	7951040	0.715502986196984	0.187779787999999
	7976667	0.715526317723798	-0.429416085722223
TNP2	7999427	0.715526317723798	0.283390608722223
ARHGAP19-SLIT1///ARHGAP19-SLIT1///ARHGAP19	7935401	0.715526317723798	0.160049601499999
POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH	7977456	0.715550022998692	-0.430275660166666
LINC00487	8050095	0.715616808657112	-0.184247702666667
	7904877	0.715733682761058	0.198608836166667
	8129835	0.71575686429292	0.130990178777778
NCKAP5	8055323	0.71575686429292	0.145564918333334
CACNA1H	7992147	0.715842000432308	0.158252618666667
HNRNPH1	8116297	0.715842000432308	-0.471834077499999
	8097478	0.715911250508233	0.120870742777779
NPR2	8155121	0.715911250508233	-0.185310630500002
C11orf71	7951781	0.715954493895911	0.432382771444444
AGAP5///AGAP9///AGAP12P///AGAP6///AGAP11///AGAP4	7927305	0.71602126893546	-0.310190271388889
KCNK15	8062873	0.71602126893546	0.186609927055557
MED16	8032106	0.71602126893546	0.137747390999999
SLCO1B7	7954344	0.71602126893546	0.159277761944445
RNU11	7899502	0.71602126893546	0.4084473905
C16orf87	8001178	0.71602126893546	0.298880351444445
CTAGE8///CTAGE4///CTAGE11P///CTAGE9///CTAGE15///CTAGE6///CTAGE1///CTAGE5	8136979	0.71602126893546	-0.284214389222219
	8021013	0.71602126893546	0.1838160805
	8048118	0.71602126893546	0.118120446277779
	7893463	0.716070313441433	-0.568224147
	7912627	0.716119247831631	-0.33365743238889
	8091558	0.71615875524102	-0.116772211111112
RCC2	7912956	0.71615875524102	0.15199233616667
SPIB	8030671	0.71615875524102	0.252298382555554
PCIF1	8063097	0.716225007403618	-0.123912570944446
KLRC3	7961175	0.716233711268625	0.406109436833333
	7893961	0.716277814697089	-0.257757847888888
TMPRSS15	8069582	0.716277814697089	-0.102061132777778
	7894173	0.716277814697089	-0.382044606833333
	8132915	0.716277814697089	0.118508664388889
	8008778	0.716277814697089	-0.196201594777777
ANP32A	7990020	0.716277814697089	0.196541907611108
THSD4	7984588	0.716277814697089	0.158786127666664
SMAD9	7971015	0.716277814697089	0.190161390777778
	8149953	0.716277814697089	-0.359776855333335
XRRA1	7950447	0.716277814697089	-0.444766782111111
FLJ42220	7973970	0.716277814697089	0.193884850277778
NXPE1	7951789	0.716277814697089	-0.167938633333333
SPRR2A	7920205	0.716277814697089	0.155534454388889
MRPL23	7937763	0.716302125166019	0.211681600944446
	7896559	0.716302125166019	-0.547981708000001
CAAP1	8160478	0.716332424836101	0.202301107111111
CHTOP	7905589	0.716552937036591	-0.131846638666667
SKAP2	8138689	0.716552937036591	0.269355123777776
	7893898	0.716552937036591	0.256170861611111
OR9A4	8136660	0.716552937036591	-0.167306510388889
	8101657	0.716578642254591	-0.185507267277777
	7892887	0.716578642254591	-0.405951239833332
	8066960	0.716578642254591	-0.183203124722222
TUBA8	8071147	0.716743646367496	0.253426844555555
	8097445	0.716983815478952	-0.0933902869444454
ASCL3	7946436	0.717155148773957	-0.165163401833334
CTNNA2	8042993	0.71728014059664	0.174176099055556
RNU4-2	7967028	0.717343903741427	0.491066674611108
	7893925	0.717343903741427	-0.324972870666665
	8058344	0.717349472438494	-0.184068855500001
	8126434	0.717372904476384	-0.0826247588888882
RTCA	7903321	0.717372904476384	0.181772495944443
ZC3H14	7976101	0.717372904476384	-0.204743371944444
SF1	7949146	0.717372904476384	0.159334939555555
VPS28	8153776	0.717372904476384	0.195376751555555
AHNAK2	7981514	0.717372904476384	-0.168170578555556
TEC	8100231	0.717372904476384	-0.289123413888891
PRX	8036890	0.717405715695121	0.188187719611112
	7895194	0.717458756432121	-0.426405917333334
TDRD10	7905801	0.717555320413911	0.189172122
OR1C1	7925732	0.717567524035888	0.127627462
RPS29	7978824	0.717633842108911	-0.268090327444446
LTB4R2///LTB4R	7973694	0.717664267682835	0.167657882555556
	7964625	0.717700156227996	-0.0896174954444446
LOC613206	8164062	0.717853501454045	-0.182421081444445
TRDMT1	7932390	0.717890524905852	-0.208750426833333
RNVU1-4	7919166	0.717890524905852	-0.364444391055554
	7940185	0.717980383338834	0.100865803666668
	7983377	0.717997674141236	-0.104283411444445
	8121743	0.717997674141236	0.369619669777778
HOXD9	8046542	0.718019385851198	-0.200886403722219
RAD21L1	8060395	0.718076350566867	-0.103339901333333
	7894043	0.718139059939163	0.151577259999998
OR51A7	7937982	0.718139059939163	-0.164289612944444
	7898673	0.718139059939163	0.276290127888888
YARS2	7962203	0.718139059939163	0.196149336722222
MALL	8054479	0.718139059939163	0.226478454444443
OR9Q1	7940103	0.718139059939163	0.188602352611112
KY	8090872	0.718139059939163	0.229059459833331
	8167878	0.718139059939163	0.191768823944445
	7895403	0.718139059939163	-0.196867797777777
SNORD42A	8005955	0.718139059939163	0.698214108444445
COL10A1	8129082	0.718139059939163	0.192276400777778
PLOD3	8141688	0.718139059939163	0.185495538333331
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	8140445	0.718139059939163	0.195936018888891
LOC100287728///ZNF75D///ZNF75D	8175317	0.718139059939163	0.348752672166666
SPAG8	8161133	0.718139059939163	-0.17123004611111
LOC100132731	8090511	0.718151061824493	-0.178404623833332
	8106761	0.718300358610475	0.371483564555556
OR4F6	7986530	0.718338970501074	0.161899722277778
EGR1	8108370	0.718444668484268	-0.521788782444446
IL7	8151447	0.718444668484268	-0.354736566222224
CHEK1	7945014	0.7185349159796	0.325145720444444
FAM171A1	7932243	0.718612646026603	0.227305329277778
ACPT	8030736	0.718612646026603	0.195086056499999
FAM106CP///FAM106A	8005231	0.718612646026603	-0.22411022188889
SCUBE3	8118890	0.718612646026603	0.181496863666667
LOC646976	7922596	0.718612646026603	-0.233372597166666
PKN2	7902822	0.718612646026603	0.206920545500004
CCDC146	8133770	0.718612646026603	0.42082890488889
PWP2	8069003	0.718612646026603	-0.209582401166667
	8173579	0.718612646026603	0.159919538722223
	7894953	0.718612646026603	-0.680466020166666
MARCH4	8058849	0.718612646026603	-0.210752709611111
	7983648	0.718612646026603	-0.322939534944446
	7961998	0.718626279875864	0.22270491322222
LMOD1	7923386	0.718626279875864	-0.192302971833333
	7954690	0.718725532416882	0.22946037977778
FAM107A	8088415	0.718977818360008	0.221262643611112
	7916841	0.718977818360008	-0.161368278277777
WNT7A	8085475	0.719111233034908	-0.189096403444444
GALNT13	8045776	0.71920141794357	0.121707663666666
ARPP21	8078497	0.71920141794357	0.162922354722224
	7943191	0.71922029502786	-0.254896870388889
NKX6-3	8150433	0.71922029502786	0.164411665500001
KLHL20	7907445	0.71922029502786	0.246265613166665
	7969701	0.719221562373057	-0.0840673958333329
	7894564	0.719221562373057	0.127896252666666
	8170117	0.719221562373057	0.242884770333334
C12orf57///C12orf57	7953564	0.719221562373057	0.173409634111115
CFAP44	8089596	0.719450350134051	0.314150951000002
	7902203	0.719450350134051	0.301006829722222
ORAI1	7959294	0.71948614467343	-0.210490499722221
LRRC37A2///LRRC37A6P///LRRC37A3///LRRC37A4P///LRRC37A///LRRC37A2	8017688	0.71948614467343	-0.341191219222221
CTXN1	8033462	0.71948614467343	-0.163320606222223
	7900652	0.71948614467343	-0.178149886444445
	8155896	0.71948614467343	0.0852730304444456
	8137925	0.719522345706223	-0.110854546444445
LAMTOR4	8134740	0.719522345706223	-0.190791621944443
	8107109	0.719725407671364	-0.184898134666667
SORBS1	7935188	0.719725407671364	-0.252414807388887
	7896626	0.719745759105653	0.232099038944444
CCNDBP1	7983173	0.719745759105653	-0.175839709222223
	7919564	0.719762545640931	0.265083128222222
	7919749	0.719762545640931	-0.502026289666668
NRK	8169115	0.719782707398851	0.114291438499999
	7895888	0.719813579221481	0.548358091944445
ARID2	7955019	0.719813579221481	-0.243113134111111
POTEF///POTEJ///POTEM///POTEE///POTEKP	8045321	0.719813579221481	0.251255230722222
	7895248	0.719813579221481	-0.34599027327778
	8055269	0.71986248220786	-0.113595694777777
CPE	8098204	0.71986248220786	0.109468816722222
CLEC11A	8030721	0.71986248220786	0.315698158833334
ADAMTS7	7990736	0.71986248220786	0.191466584111111
ZNHIT2	7949373	0.71986248220786	0.17572710838889
ADARB2	7931764	0.71986248220786	0.179452491333332
MCM3	8127031	0.71986248220786	0.232055791
	8108470	0.71986248220786	-0.199571167222222
	7892602	0.71986248220786	-0.331062367277777
	8147746	0.71986248220786	0.208466064055556
ZNF682	8035782	0.71986248220786	-0.397544589666665
IBTK	8127787	0.71986248220786	0.241142866888888
ATP1A2	7906501	0.71986248220786	0.160367230611111
B3GNT6	7942693	0.71986248220786	0.255959326277779
	7981775	0.71986248220786	0.191129562888889
MIR196A2	7955863	0.720049533143449	-0.155361217888889
MOB3C	7915861	0.720049533143449	0.258663291722222
	8123332	0.720049533143449	-0.225220226888888
ADAM2	8150395	0.720049533143449	-0.162203865277776
SMYD1	8043381	0.720049533143449	0.142700683555557
PDK3	8166511	0.720049533143449	0.279574254833334
DNAJB11	8084634	0.720126607115282	-0.239466099388888
ARRDC1-AS1	8165630	0.72025790988886	0.233608158555557
	8167040	0.720353424706258	-0.279514749166667
	8133016	0.720364570142279	-0.322767843888888
CRIPT	8041813	0.720364570142279	-0.271520415111111
SNORD33	8030362	0.720364570142279	0.333577711666667
HOXD8	8046546	0.720556894241161	-0.156663667388888
BTC	8101002	0.720604468805101	0.179285592666667
NME2	8180389	0.720833582033728	-0.214851003055555
	8068391	0.720834331830184	0.139578401277777
SNORD115-40	7982086	0.720834331830184	-0.123196547499999
TMEM87A	7987869	0.720834331830184	-0.156382799055557
	7893876	0.720834331830184	-0.329992418055556
SCML1	8166278	0.720834331830184	0.352564178222222
MFN1	8084045	0.720834331830184	-0.179364582555556
KRT1	7963491	0.720834331830184	0.206561412944445
OR52E6	7946109	0.720834331830184	0.138069911333332
RPS19	8029129	0.720834331830184	-0.303741568277776
TNNI3	8039353	0.720834331830184	0.283383248277779
	7932786	0.720834331830184	-0.197176613388887
	8150844	0.720834331830184	0.228527786722223
WDR44	8169519	0.720834331830184	-0.180770469166667
TRIML2	8104107	0.720834331830184	-0.172051651722222
	8088842	0.720834331830184	0.186314783500001
	8107115	0.720834331830184	-0.488733151444443
	7894253	0.720834331830184	0.319678867444444
	8065080	0.720834331830184	-0.164862199444444
ADAM3A	8150375	0.720834331830184	-0.159544874055556
	7916566	0.720834331830184	-0.121176748666667
HIST1H4I	8117537	0.720834331830184	-0.295625404888889
	7896438	0.720834331830184	0.357349415555555
ZNF423	8001337	0.720834331830184	-0.195843094666668
	7895372	0.720834331830184	-0.347201749722222
PNPLA3	8073633	0.720834331830184	-0.182993726166669
SYS1-DBNDD2///SYS1	8062964	0.720988747831405	0.159739675833333
ARSF	8165843	0.720996562884145	-0.177633411666668
	7902265	0.720996562884145	-0.249985042555553
TAF6L	7940698	0.720996562884145	-0.187767021166667
	8145622	0.721024896394275	0.251710133777779
	7894735	0.721097815223271	0.26545272611111
SMPD2	8121418	0.721103588478772	0.135858635500001
FAM81B	8106950	0.721144341496871	0.276172454333334
SLC47A2	8013364	0.721193570995009	-0.150192444777776
	8094026	0.721221224118873	-0.366973854333329
	7893946	0.721221224118873	0.283595992944445
